
  ╭──────────────────────────────────────────────────────╮
  │               ☾  L O V E B O T  ·  W E B│
  │                        midnight control│
  ├──────────────────────────────────────────────────────┤
  │   💜  10.9.2026, 00:04:57       │
  │   node v26.8.2 · win32 · dashboard│
  ╰──────────────────────────────────────────────────────╯

  🌐  http://localhost:7777
  🔐  Login: erst WhatsApp-Code (2FA), dann Passwort · Gate: Admin-Passwort (getrennt)
  👑  Owner: 4915155894714  ·  Panel-Accounts: 4  ·  Sessions live: 1/2
  📋  Jede API-/Audit-/Security-Aktion wird hier & nach Logs/server.log geschrieben.

00:04:57  BOOT       › Dashboard-Webserver gestartet (Port 7777).
04:25:50  ABUSE_AUTO_ESCALATED_BLOCK 127.0.0.1                risk 60
04:25:50  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:50  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:50  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:50  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:50  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:52  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:52  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:52  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:52  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:52  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:52  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:52  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:52  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:52  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:52  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:52  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:53  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:54  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:55  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:55  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:55  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:55  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:56  ABUSE_BURST_DETECTED       93.123.109.167           risk 35
04:25:59  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:59  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:59  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:25:59  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:00  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:01  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:02  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:03  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:03  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:03  ABUSE_BURST_DETECTED       127.0.0.1                risk 55
04:26:03  ABUSE_AUTO_ESCALATED_BLOCK 127.0.0.1                risk 65
04:26:03  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:03  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:03  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:03  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
04:26:03  IP_BLOCKED_STATIC_DENIED   127.0.0.1                risk 55
06:27:02  200 ✓ GET  /api/maintenance  · 2 ms
06:27:02  200 ✓ GET  /api/commands  · 2 ms
06:27:03  200 ✓ GET  /api/siteinfo  · 5 ms
06:27:03  200 ✓ GET  /api/statistics  · 6 ms
06:27:24  401 ✕ GET  /api/mcp  · 1 ms
06:27:28  200 ✓ GET  /api/maintenance  · 1 ms
06:27:29  200 ✓ GET  /api/commands  · 1 ms
06:27:29  200 ✓ GET  /api/siteinfo  · 4 ms
06:28:21  200 ✓ GET  /api/heartbeat  · 2 ms
06:29:07  200 ✓ POST /api/request-code  · 4 ms
06:29:08  200 ✓ POST /api/request-code  · 4 ms
06:29:10  404 ✕ GET  /api/mailbox/1f456102434841b3edc4fe5e9995bf1d42286cdcf5682671  · 2 ms
06:29:10  200 ✓ POST /api/request-code  · 4 ms
06:29:10  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:12  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:12  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:13  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:15  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:15  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:15  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:17  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:17  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:18  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:20  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:20  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:21  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 3 ms
06:29:22  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:22  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:23  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 3 ms
06:29:58  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:58  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:29:58  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:00  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:00  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:00  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:03  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:03  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:03  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:05  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 3 ms
06:30:05  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:05  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:08  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:08  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:08  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:10  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 3 ms
06:30:10  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:10  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:13  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:13  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:13  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:15  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:15  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:15  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:18  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 3 ms
06:30:18  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:18  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:20  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:20  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:20  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:23  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 3 ms
06:30:23  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:23  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:25  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:26  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:26  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:28  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 3 ms
06:30:28  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:28  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:31  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:31  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:31  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:33  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 4 ms
06:30:33  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 3 ms
06:30:33  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:36  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:36  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:36  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:38  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:38  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:38  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 1 ms
06:30:41  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:41  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:41  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:43  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 4 ms
06:30:43  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:43  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
06:30:46  404 ✕ GET  /api/mailbox/a3b7fb4862acebab8adead4c3ffaa1e28013983866100276  · 2 ms
10:47:09  200 ✓ GET  /api/leaderboard  · 59 ms
